UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date
NA,spbk0004691,"Raulin, Joseph","Nouvelles observations sur la phtisie pulmonaire, par M. Raulin",1784,NA
NA,spbk0004694,"Borch, Michel-Jean [comte de]","Lettres sur les truffes du Piémont, écrites par M. le Cte de Borch en 1780",1781,NA
NA,spbk0004699,"Haller, Albrecht [von]","Alberti Halleri... De Partium corporis humani praecipuarum fabrica et functionibus, opus quinquaginta annorum",1778,NA
NA,spbk0004700,"Pont-Wullyamoz, Françoise-Louise","Vie de Charles de Navarre, prince de Viane",1788,NA
NA,spbk0004701,"Wimpffen, Félix [de]",Manuel (le) de Xéfolius,1788,NA
NA,spbk0004702,Montbart [Mme de],"Lettres taïtiennes, par Mme de Montbart",NA,NA
NA,spbk0004703,"Rousselot de Surgy, Jacques-Philibert","Vicissitudes (les) de la fortune, ou Cours de morale mise en action pour servir à l'histoire de l'humanité",NA,NA
NA,spbk0004704,"La Place, Pierre Antoine de","Vieux (le) baron anglais, ou Les revenans vengés: histoire gothique ",1787,NA
NA,spbk0004705,"Charrière, Isabelle [de]",Lettres écrites de Lausanne,NA,NA
NA,spbk0004706,"Suard, Jean-Baptiste-Antoine","Lettres de milady Worthley Montague, écrites pendant ses voyages en diverses parties du monde",1786,NA
NA,spbk0004708,"Chaudon, Louis Mayeul","Nouveau Dictionnaire historique, ou histoire abrégée de tous les hommes qui se sont fait un nom par des talents, des vertus, des forfaits, des erreurs, etc.",NA,NA
NA,spbk0004708,"Chaudon, Louis Mayeul","Nouveau dictionnaire historique, ou, Histoire abrégée ... depuis le commencement du monde jusqu'à nos jours ",1787,NA
NA,spbk0004709,NA,[Observations de Pasteau (?)],NA,NA
NA,spbk0004711,NA,"Songes (les) physiques, ou diverses questions problématiques, avec les différentes réponses, répliques ou réfutations qui ont été faites sur chacune de ces questions  ",NA,NA
NA,spbk0004712,"Buc'hoz, Pierre-Joseph",Dictionnaire veterinaire,1771-1775,NA
NA,spbk0004713,"Buc'hoz, Pierre-Joseph",Traité économique et physique du gros et du menu bétail,1778,NA
NA,spbk0004714,"Krebel, Gottlob Friedrich",Die vornehmsten Europaeischen Reisen,NA,NA
NA,spbk0004715,"Raynal, Guillaume-Thomas-François","Révolution de l'Amérique, par M. l'abbé Raynal",NA,NA
NA,spbk0004716,"Mirabeau, Honoré-Gabriel Riqueti [comte de]","Sur Moses Mendelssohn, sur la réforme politique des Juifs, et en particulier sur la révolution tentée en leur faveur en 1753 dans la Grande-Bretagne, par le Cte de Mirabeau",1787,NA
NA,spbk0004717,NA,[Itinéraire pour les glaciers de Grindelwald],NA,NA
NA,spbk0004719,"Beauharnais, Fanny [de]","Amans (les) d'autrefois, par Mme la Csse de B.",1787,NA
NA,spbk0004720,"Louvet de Couvray, Jean-Baptiste",Année (une) de la vie du Chevalier de Faublas,1787,NA
NA,spbk0004722,"Voltaire, François Marie Arouet",Chef-d'oeuvres dramatique de Voltaire,NA,NA
NA,spbk0004723,"Bossuet, Jacques Bénigne","Oraisons funébres, par M.M. Bossuet et Fléchier",1783,NA
NA,spbk0004724,"Spampani, Giambattista","Il Vignola illustrato, proposto da Giambattista Spampani e Carlo Antonini",1770,NA
NA,spbk0004725,"Bertòla De' Giorgi, Aurelio",Della Filosofia della storia libri tre dell' abate Aurelio de' Giorgi Bertòla,1787,NA
NA,spbk0004726,"Velleius, Paterculus, Cauis","Abrégé de l'histoire Romaine et Greque, traduit du latin de Velleius Paterculus, par l'abbé Paul",1768,NA
NA,spbk0004727,"Antonini, Hannibal","Recueil de lettres françoises et italiennes de bienseance et marchandes, pour ceux qui souhaitent d'aprendre a bien ecrire en italien, selon les bons principes et la nouvelle orthographie ",1769,NA
NA,spbk0004728,"Mead, Richard","Recueil des oeuvres physiques et médicinales publiées en anglais et en latin, par M. Richard Mead... traduction française, enrichie des découvertes postérieures à celles de l'auteur, augmentée de plusieurs discours préliminaires et de notes... par M. Coste",1774,NA
NA,spbk0004729,"Estienne, Robert","Roberti Stephani... Thesaurus linguae latinae in IV. tomos divisus... Accesserunt nunc primum Henrici Stephani, Roberti f., annotatiationes autographae... Nova cura recensuit... Antonius Birrius",1740-1743,NA
NA,spbk0004731,"Bridel, Samuel Elisée","Délassemens (Ies) poétiques, par M*** ",1788,NA
NA,spbk0004732,"Brissot de Warville, Jacques-Pierre","Point de banqueroute, ou Lettres à un créancier de l'état sur l'impossibilité de la banqueroute nationale et sur les moyens de ramener le crédit et la paix",NA,NA
NA,spbk0004733,NA,"Lettres de la marquise de Bremont à Eugénie, publiées par la comtesse de *** ",1788,NA
NA,spbk0004734,"Du Puy de La Serra, Jacques","Art (l') des Lettres de Change, Suivant l'usage des plus célèbres places de l'Europe, contenant tous les droits et toutes les obligations des tireurs, donneurs de valeur, etc par Dupuy de la Serra, Nouv. édit.",1783,NA
NA,spbk0004735,"Feydel, Gabriel","Méthode sûre pour apprendre à nager en peu de jours, par Nicolas Roger",1783,NA
NA,spbk0004736,"Maupertuis, Pierre-Louis Moreau [de]","Avantures (les) d'Euphormion, histoire satyrique ",NA,NA
NA,spbk0004737,"La Bruyère, Jean [de]","Caractères (les) de Théophraste, avec les caractères ou les moeurs de ce siècle",NA,NA
NA,spbk0004738,"Rigord, François Xavier","Connoissance de la mythologie, par demandes et par réponses",NA,NA
NA,spbk0004739,"Millot, Claude-François-Xavier","Discours sur les préjugés contre la religion, par le P. Millot",NA,NA
NA,spbk0004740,"Proyart, Liévain Bonaventure","Ecolier (l') vertueux, ou Vie édifiante d'un écolier de l'Université de Paris, par M. l'abbé ***",NA,NA
NA,spbk0004741,"Campistron, Jean Galbert [de]",Chef-d'oeuvres de Campistron,1788,NA
NA,spbk0004742,"Plautus, Titus Maccius",Comédies (les) de Plaute,NA,NA
NA,spbk0004743,"Tacitus, Publius Cornelius",Oeuvres (les) de Tacite,NA,NA
NA,spbk0004744,"Pernety, Antoine-Joseph","Sagesse (la) angélique sur l'amour divin et sur la sagesse divine. Traduit du latin d'Emmanuel Swedenborg, par A.-J. P.",1786,NA
NA,spbk0004745,Las [abbé de],"Phytographie universelle, ou Nouveau système de botanique, fondé sur une méthode descriptive de toutes les parties de la fleur... par M. de Las",1783,NA
NA,spbk0004746,"Regnard, Jean François",Oeuvres de Regnard,NA,NA
NA,spbk0004747,NA,"Inconnue (l'), roman nouveau",1787,NA
NA,spbk0004748,"Crevier, Jean Baptiste Louis","Rhétorique françoise, par M. Crevier",1767,NA
NA,spbk0004749,MacDonald,"Nouvelle grammaire angloise, redigée d'une maniere jusqu'ici inconnüe, & principalement adaptée à la pratique",1785,NA
NA,spbk0004751,"Bezout, Étienne","Cours de mathématiques, a l'usage des gardes du pavillon et de la marine",NA,NA
NA,spbk0004752,NA,Elémens de l'histoire générale,NA,NA
NA,spbk0004753,NA,[Recueil des contes],NA,NA
NA,spbk0004756,"Voltaire, François Marie Arouet",Tocsin (le) des rois aux souverains de l'Europe,NA,NA
NA,spbk0004757,"Van Diemerbroeck, Ijsbrand",Anatomie (l') du corps humain,NA,NA
NA,spbk0004758,"Tronson Du Coudray, Charles","Mémoire sur la manière dont on extrait en Corse le fer de la mine d'Elbe, d'où l'on déduit une comparaison de la méthode catalane en général, avec celle qui se pratique dans nos forges, par M. Tronson Du Coudray ",1775,NA
NA,spbk0004759,"Coqueley de Chaussepierre, Charles-Georges","Monsieur Cassandre, ou les Effets de l'amour et du verd-de-gris, drame en 2 actes et en vers par M. Doucet",1775,NA
NA,spbk0004760,Savin,"Mes soirées, où le Manuel amusant",1775,NA
NA,spbk0004761,"Targe, Jean-Baptiste","Histoire générale d'Italie, depuis la décadence de l'Empire romain jusqu'au temps présent... par M. Targe",1774-1775,NA
NA,spbk0004762,"Bosse, Abraham",Manière (de la) de graver à l'eau forte et au burin,NA,NA
NA,spbk0004763,"La Motte, E. [de]","Précis du traitement contre les ténia ou vers solitaires, pratiqué à Morat en Suisse, examiné et éprouvé à Paris. Publié par ordre du Roy",1775,NA
NA,spbk0004764,NA,[Bibliothèque bleue],NA,NA
NA,spbk0004765,NA,"Olimpiade politique et militaire, ou Mémoires et observations sur les affaires de la République de Hollande en particulier et sur celles de l'Europe en général pendant les quatres années 1784, 1785, 1786 & 1787",1788,NA
NA,spbk0004766,"Weikard, Melchior Adam",Médecin (le) philosophe ouvrage traduit de l'allemand ,1787,NA
NA,spbk0004767,"Delacroix, Jacques-Vincent",Mémoires d'un Américain: avec une description de la Prusse et de l'île de Saint-Domingue ,NA,NA
NA,spbk0004770,"Arlandes de Salton, François Laurent","Voyageurs (les) aériens, ou Relations des courses faites dans les airs par M. le major d'Arlande accompagné de M. Pilatre du Rozier, le 21 novembre 1783, avec la machine aérostatique chargée suivant les principes de M. de Montgolfier et par M. Charles accompagné de M. Robert, le 2 décembre 1783, avec un ballon chargé d'air inflammable, écrites par eux-mêmes..",1784,NA
NA,spbk0004771,"Duvernet, Théophile-Imarigeon","Dîners (les) de M. Guillaume, suivis de l'avanture de son enterrement",1788,NA
NA,spbk0004772,"Perney, Jean-Baptiste Cordier [de]","Essais historiques et critiques sur la maréchaussée; suivis d'un plan d'amélioration pour cet établissement... Par M. C. de P***, lieutenant-colonel",1788,NA
NA,spbk0004773,"Mirabeau, Honoré-Gabriel Riqueti [comte de]",Aux bataves sur le Stathouderat,1788,NA
NA,spbk0004774,"Florian, Jean-Pierre Claris [de]","Bonne (la) mère, comédie en un acte et en prose",NA,NA
NA,spbk0004775,"Frederick II, King of Prussia",Examen des motifs d'une association pour le maintien de la constitution germanique exposés dans la déclaration que S.M. le roi de Prusse a adressee à ses coëtats de l'empire & à d'autres cours de l'europe,1785,NA
NA,spbk0004776,"Frederick II, King of Prussia",[Frédéric le grand],NA,NA
NA,spbk0004777,Pigault-Lebrun,"Il faut croire à sa femme, comédie en un acte et en vers, par M. Pigault",1786,NA
NA,spbk0004779,"Patrat, Joseph","Résolution (la) inutile, ou les Déguisemens amoureux, comédie en un acte",NA,NA
NA,spbk0004780,"Villenfagne d'Ingihoul, Hilarion Noël [de]","Mélanges de littérature et d'histoire, par H. Bon de Villenfagne",1788,NA
NA,spbk0004781,"Luchet, Jean-Pierre-Louis de La Roche du Marin [marquis de]","Folies (les) philosophiques, par un homme retiré du monde",1784,NA
NA,spbk0004782,"Charron, Joseph","Lettre, ou Mémoire historique sur les troubles populaires de Paris, en août et septembre 1788, avec des notes, par M. Charon",1788,NA
NA,spbk0004783,NA,[Joseph II],NA,NA
NA,spbk0004785,"Burja, Abel","Observations d'un voyageur sur la Russie, la Finlande, la Livonie, la Courlande et la Prusse ",NA,NA
NA,spbk0004787,"Éprémesnil, J. J. Duval [d']",Lettre amicale à M. N***,1788,NA
NA,spbk0004789,"Buc'hoz, Pierre-Joseph",Manuel usuel et économique des plantes,1782,NA
NA,spbk0004793,"Gualtieri, Niccolò","Index testarum conchyliorum quae adservantur in museo Nicolai Gualtieri, et methodice distributae exhibentur tabulis CX",1742,NA
NA,spbk0004794,NA,[Conference de Bordeaux],NA,NA
NA,spbk0004795,"Riccoboni, Marie-Jeanne Laboras de Mézières","Lettres d'Adelaïde de Dammartin, comtesse de Sancerre, à Monsieur le comte de Nancé, son ami",1773,NA
NA,spbk0004796,NA,Amours (les) et aventures du visir Vergennes,NA,NA
NA,spbk0004797,"La Place, Pierre Antoine de","Amusements, gaietés et frivolités poétiques, par un bon Picard",NA,NA
NA,spbk0004798,"Rousseau, Jean Jacques","Discours sur l'économie politique par Jean-Jacques Rousseau, citoyen de Genève",NA,NA
NA,spbk0004799,NA,Droits (les) des colonies britaniques,NA,NA
NA,spbk0004800,NA,Gazetier (le) monastique,NA,NA
NA,spbk0004801,NA,"Histoire naturelle de la religion universelle, ou la fille de la nature",NA,NA
NA,spbk0004802,NA,Histoire secrète de Louis XIV,NA,NA
NA,spbk0004803,NA,Il était seul. Pourquoi le choisir?,NA,NA
NA,spbk0004804,NA,Lettre sur le rappel des jésuites en France,NA,NA
NA,spbk0004805,NA,Lettres profanes à l'abbé Baudeau,NA,NA
NA,spbk0004806,NA,Meubles (les) vendus,NA,NA
NA,spbk0004807,NA,"Moines (les) après le chien, en forme de dialogue",NA,NA
NA,spbk0004808,"Holbach, Paul Henri Dietrich [d']","Morale (la) universelle, ou les devoirs de l'homme fondés sur la nature",1776,NA
NA,spbk0004809,"Bolingbroke, Henri Paulet de Saint-Jean [vicomte de]",Oeuvres de Bolingbroke,NA,NA
NA,spbk0004810,NA,Oeuvres de Chevrier,NA,NA
NA,spbk0004811,NA,Oraison funèbre du vicaire savoyard,NA,NA
NA,spbk0004812,"Adam, Antoine","Père (le) Adam aux prises avec M. de Voltaire, ou les remontrances inutiles",NA,NA
NA,spbk0004813,NA,Passe-tems (les) d'Antoinette,NA,NA
NA,spbk0004814,NA,Rapport de l'homme avec la nature,NA,NA
NA,spbk0004815,NA,Requête au roi pour la suppression des moines,NA,NA
NA,spbk0004816,NA,Science du bordel,NA,NA
NA,spbk0004817,NA,Supplément aux poésies gaillardes,NA,NA
NA,spbk0004818,NA,"Système féodal, ou essai sur le système féodal",NA,NA
NA,spbk0004819,NA,Véritable Arétin,NA,NA
NA,spbk0004820,NA,Vie d'Antoinette,NA,NA
NA,spbk0004822,"Rivard, Dominique-François",Elémens de mathématiques,NA,NA
NA,spbk0004823,NA,[Histoire de Russie],NA,NA
NA,spbk0004824,"Bernis, François-Joachim de Pierre [Cardinal de]","Quatre (les) saisons, ou les Géorgiques françoises, poëme, par M. le C. de B.",1771,NA
NA,spbk0004825,"Curas, Hilmar","Grammaire allemande & françoise, par Curas",NA,NA
NA,spbk0004826,"Hume, David","Histoire d'Angleterre: depuis l'invasion de Jules César, jusqu'à l'évasion de Jacques II",1781,NA
NA,spbk0004827,"Le Tourneur, Pierre-Prime-Félicien","Voyage au Cap de Bonne-Espérance et autour du monde avec le capitaine Cook, et principalement dans le pays des Hottentots et des Caffres [""sic""], par André Sparman... traduit par M. Le Tourneur",1787,NA
NA,spbk0004828,"Féraud, Jean-François",Dictionnaire grammatical de la langue françoise,1776,NA
NA,spbk0004829,"Samwell, David","Détails nouveaux et circonstanciés sur la mort du capitaine Cook, traduits de l'anglais",1786,NA
NA,spbk0004830,"Lamberg, Maximilian [graf von]","Lettres critiques, morales et politiques de M. le comte Maximilien de Lamberg",1786,NA
NA,spbk0004831,"Brissot de Warville, Jacques-Pierre","Voyages en Europe, en Asie et en Afrique: contenant la description des moeurs, coutumes, loix, productions... et l'état actuel des possessions angloises dans l'Inde; commencés en 1777 et finis en 1781, par M. Makintosh suivis des Voyages du colonel Capper dans les Indes... en 1779, trad. de l'anglois ",1786,NA
NA,spbk0004832,NA,"Portraits (les), ou mémoires de Diabreck",1787,NA
NA,spbk0004833,"Volney, Constantin-François de Chasseboeuf [comte de]","Voyage en Syrie et en Égypte, pendant les années 1783, 84 et 85",1787,NA
NA,spbk0004834,NA,"Batiment (le) des recettes, ou recueil de diverses vertus ou propriétés des secrets",1771,NA
NA,spbk0004835,NA,"Bibliotheque choisie de contes, de faceties, et de bon mots. Dépôt intéressant des moeurs, des usages, des maximes et du caractère des nations. Pièce fugitive par une société de gens de lettres",1786,NA
NA,spbk0004836,NA,Grammaire italienne et françoise à l'usage des Italiens,1785,NA
NA,spbk0004837,"Loys de Cheseaux, Charles [de]",Harmonie des prophéties: avec quelques évènements du temps passé et plusieurs du temps présent,1774,NA
NA,spbk0004838,"Trembley, Abraham",Oeuvres de Trémbley,NA,NA
NA,spbk0004839,"Holbach, Paul Henri Dietrich [d']","Examen critique du Nouveau Testament, par M. Fréret",NA,NA
NA,spbk0004840,"La Mettrie, Julien Offray [de]",Homme (l') machine,NA,NA
NA,spbk0004841,"Holbach, Paul Henri Dietrich [d']","Nazaréen (le), ou Le Christianisme des Juifs, des gentils et des Mahométans",1777,NA
NA,spbk0004842,NA,[Recueil sur la régence],NA,NA
NA,spbk0004843,NA,[Vraie religion],NA,NA
NA,spbk0004844,NA,[Eloge de Contenant],NA,NA
NA,spbk0004845,"Wieland, Christoph Martin",Oberon: Poëme en quatorze chants,1786,NA
NA,spbk0004846,Anacreon,[Anacréon],NA,NA
NA,spbk0004847,"Régnier, Mathurin",Oeuvres (les) de Regnier,NA,NA
NA,spbk0004848,"Dorat, Claude Joseph",Poésies de Dorat,NA,NA
NA,spbk0004849,"La Fare, Charles-Auguste [Mis de]",Poësies de M. le Mis de La Farre,NA,NA
NA,spbk0004851,"Guyard de Berville, Guillaume François","Histoire de Bertrand du Guesclin, comte de Longueville, connétable de France",1787,NA
NA,spbk0004852,"Lesuire, Robert-Martin","Philosophe (le) parvenu, ou Lettres et pièces originales, contenant les aventures d'Eugène Sans-Pair",1787,NA
NA,spbk0004853,"Raynal, Guillaume-Thomas-François",Oeuvres de M. l'abbé Raynal,NA,NA
NA,spbk0004855,"Reyrac, François-Philippe de Laurens [abbé de]",Oeuvres de Reyrac,NA,NA
NA,spbk0004856,"Verdier, César",Abrégé de l'anatomie du corps humain,1782,NA
NA,spbk0004857,"Meissner, August Gottlieb","Choix de petits romans imités de l'allemand, suivis de quelques Essais de poésies lyriques dédiés à la reine",1786,NA
NA,spbk0004858,"Winceslas, Clément","Lettre pastorale, de S.A.R. Monseigneur l'archevêque électeur de Trêves, évêque d'Ausbourg, prince d'Euwangen, à son église d'Ausbourg; traduite de l'allemand",1782,NA
NA,spbk0004859,NA,Mémoires historiques sur la vie et les écrits de Monsieur Abraham Trembley,1787,NA
NA,spbk0004860,NA,"Mémoires, vie et aventures de Tsonnonthouan, roi d'une nation indienne, appellée les Têtes rondes & traduits librement de l'anglois",1787,NA
NA,spbk0004861,"Diderot, Denis","Philosophie morale, ou, Melange raisonne de principes, pensees et reflexions",1751,NA
NA,spbk0004862,"Feucher d'Artaize, Henri [chevalier de]","Réflexions d'un jeune homme, par M. le chevalier de Feucher. Première partie. - Dégradation de l'homme en société, ou Essai sur la Dégradation de l'homme en société, ou Essai sur la décadence du goût des arts et des sciences, par M. le chevalier de F. Seconde partie",1786,NA
NA,spbk0004863,"Argenson, René-Louis de Voyer de Paulmy [d']",Considérations sur le gouvernement ancien et présent de la France,1787,NA
NA,spbk0004865,NA,Essai sur les prêtres,1787,NA
NA,spbk0004866,"Billuart, Charles-René","Summa Summae S. Thomae, sive Compendium Theologiae R. Patris Caroli Renati Billuart",NA,NA
NA,spbk0004867,NA,[Lettres sur Racine],NA,NA
NA,spbk0004868,Commerell [abbé de],"Mémoire et instruction sur la culture, l'usage et les avantages de la racine d'abondance ou de disette ",1786,NA
NA,spbk0004869,"Saussure, Horace-Bénédict [de]",Relation abrégée d'un voyage à la cime du Mont-Blanc: en août 1787,1787,NA
NA,spbk0004870,"Surin, Jean Joseph",Fondemens (les) de la vie spirituelle,1737,NA
NA,spbk0004871,NA,Art (l') d'être heureux sur la terre; mis à la portée du peuple de toutes les nations,1785,NA
NA,spbk0004873,"Zollikofer von und zu Altenklingen, Georg Joachim",Exercices de piéte et prières pour l'édification particulière des chrétiens éclairés et vertueux,1787,NA
NA,spbk0004874,"Filson, John","Histoire de Kentucke, nouvelle colonie à l'ouest de la Virginie, contenant... la relation historique du colonel Boon... ouvrage pour servir de suite aux ""Lettres d'un cultivateur américain"", traduit de l'anglais de M. John Filson, par M. Parraud",1785,NA
NA,spbk0004875,"Sobry, Jean-François","Mode (le) françois, ou Discours sur les principaux usages de la nation françoise",1786,NA
NA,spbk0004876,"Hertzberg, Ewald Friedrich [von]",Discours sur la législation par M. de Hertzburg,1787,NA
NA,spbk0004877,"Sabatier, Raphaël Bienvenu",Traité complet d'anatomie; ou Description de toutes les parties du corps humain,1781,NA
NA,spbk0004878,"Blanchard, Jean-Baptiste","Ecole (l') des moeurs, ou Réflexions morales et historiques sur les maximes de la sagesse",1787,NA
NA,spbk0004879,NA,[Histoire du czar],NA,NA
NA,spbk0004882,"Dodsley, Robert","Mélanges de littérature, de morale et de physique",1775-1776,NA
NA,spbk0004883,"Batteux, Charles","Cours de belles-lettres, ou Principes de la littérature",NA,NA
NA,spbk0004884,NA,[Dictionnaire des sciences],NA,NA
NA,spbk0004885,"Paulian, Aimé-Henri","Dictionnaire des nouvelles découvertes faites en physique, pour servir de supplément aux différentes éditions du Dictionnaire de physique... Ouvrage où l'on fait l'examen critique de ces nouvelles découvertes, et la réfutation de la partie physique du livre intitulé: Système de la nature. Par M. Aimé-Henri Paulian",1787,NA
NA,spbk0004886,"Alletz, Pons Augustin",Manuel du cultivateur,NA,NA
NA,spbk0004887,"Delille, Jacques","Oeuvres de M. l'abbé de Lille, contenant les Géorgiques de Virgile... les Jardins, poëme, et ses pieces fugitives",NA,NA
NA,spbk0004888,"Fontenelle, Bernard Le Bovier de","Parallèle des trois principaux poètes tragiques françois: Corneille, Racine et Crébillon ",1765,NA
NA,spbk0004889,"Lemery, Nicolas",Pharmacopée universelle,NA,NA
NA,spbk0004890,"Sade, Jacques François Paul Aldonce [abbé de]","Mémoires pour la vie de François Pétrarque, tirés de ses oeuvres et des auteurs contemporains",1764-1767,NA
NA,spbk0004893,NA,[Procès-verbal de l'assemblée des notables],1787,NA
NA,spbk0004894,"Mercier, Louis-Sébastien",Mon Bonnet du matin,NA,NA
NA,spbk0004895,"Colleville, Anne-Hyacinthe [de]","Alexandrine de Ba**, ou Lettres de la princesse Albertine, contenant les aventures d'Alexandrine de Ba** son aïeule; traduites de l'allemand de Dom Gus.... par Mademoiselle de ***",NA,NA
NA,spbk0004896,"Nougaret, Pierre-Jean-Baptiste","Folle (la) de Paris, ou les Extravagances de l'amour et de la crédulité, par Nougaret",1787,NA
NA,spbk0004897,"Montesquieu, Charles Louis de Secondat","Trois (les) philosophes, sur la nature de la monarchie, l'administration des finances, et la nécessité d'obtenir le consentement du peuple, préalablement à toute imposition nouvelle",1787,NA
NA,spbk0004898,"Bérenger, Laurent-Pierre","Soirées (les) provençales, ou Lettres de M. Bérenger écrites à ses amis pendant ses voyages dans sa patrie",NA,NA
NA,spbk0004899,"Girard, Joseph [de]","Ami (l') de la nature, par M. de Girard ",NA,NA
NA,spbk0004900,Poulain de Nogent [Mlle],Anecdotes intéressantes de l'amour conjugal,NA,NA
NA,spbk0004902,NA,[Tableau de la parole],NA,NA
NA,spbk0004903,"Richer, Adrien","Vie de Jean-Bart, chef d'escadre sous Louis XIV",NA,NA
NA,spbk0004904,"Des Essarts, A.",Morale (la) de l'adolescence,NA,NA
NA,spbk0004905,"Horatius Flaccus, Quintus",Horatii Poemata,NA,NA
NA,spbk0004906,"La Caille, Nicolas-Louis [de] [abbé]","Leçons élémentaires de mécanique, ou Traité abrégé du mouvement et de l'équilibre",1781,NA
NA,spbk0004907,"Crébillon, Claude Prosper Jolyot de",[Lettres galantes de Crébillon],NA,NA
NA,spbk0004908,"Élisée, Jean-François Copel",Sermons du R. P. Élisée... prédicateur du Roi,1785-1786,NA
NA,spbk0004909,"Chaudon, Louis Mayeul","Elémens de l'histoire écclésiastique, renfermant en abrégé ce qui s'est passé de plus intéressant dans l'Église, depuis sa naissance jusqu'à l'année 1778",NA,NA
NA,spbk0004910,"Condillac, Etienne Bonnot [de]",Oeuvres de M. l'abbé de Condillac,1787,NA
NA,spbk0004912,NA,Connaissances élémentaires et indispensables pour les enfans des villes et des campagnes par J. V. D. N. A. D. d. L. M.,1787,NA
NA,spbk0004913,"Jacquin, Armand-Pierre","Santé (de la), ouvrage utile à tout le monde",1771,NA
NA,spbk0004914,"Voltaire, François Marie Arouet",Clef (la) de la philosophie de l'histoire de M. l'abbé Bazin,NA,NA
NA,spbk0004915,NA,"France (la) et l'Angleterre, dialogue à l'occasion du voyage de Louis XVI à Cherbourg, suivi d'un précis historique du voyage du roi et des travaux de Cherbourg",1786,NA
NA,spbk0004917,NA,"Recueil des actes, titres et mémoires concernant les affaires du clergé de France, augmenté d'un grand nombre de pièces et d'observations sur la discipline présente de l'Église, divisé en XII tomes, et mis en nouvel ordre suivant la délibération de l'Assemblée générale du clergé du 29 août 1705 ",1768-1771,NA
NA,spbk0004918,NA,"[Douzennes comedies, tragédies et opéras serieux et bouffouns], formant 4 collections complettes des meilleures pièces qui ont parû sur le théatre françois",NA,NA
NA,spbk0004919,"Guisard, Pierre","Dissertation pratique, en forme de lettres, sur les maux vénériens",NA,NA
NA,spbk0004920,"Rollin, Charles",Histoire des sept rois des Rome,NA,NA
NA,spbk0004921,"Poissonnier-Desperrières, Antoine",Traité des maladies des gens de mer,NA,NA
NA,spbk0004923,NA,[Traité des fièvres],NA,NA
NA,spbk0004924,"Jodin, Jean","Echappemens (les) à repos comparés aux échappemens à recul, avec un mémoire sur une montre de nouvelle construction",1762,NA
NA,spbk0004925,"Lafargue, Étienne [de]","Epanchemens (les) du coeur et de l'esprit, ou Mélange de littérature et d'histoire... par M**... Édition complette... revue par l'auteur",1787,NA
NA,spbk0004926,"Raynal, Guillaume-Thomas-François",Esprit philosophique et politique d'un membre de la Société royale de Londres,1778,NA
NA,spbk0004927,"Bullet, Jean-Baptiste",Existence (l') de Dieu démontrée par les merveilles de la nature,1773,NA
NA,spbk0004928,"Cubières-Palmézeaux, Michel [de]","Folies (les) sentimentales, ou l'égarement de l'Esprit par le coeur, Recueil d'anecdotes nouvelles, contenant Lucile et Lindamore, par M. le Ch. de C.; La Folle de St. Joseph, par M. le Ch. de G.; Bedlam, tiré de l'Homme sensible; La Démence d'Ellinor.; Le Fou par amour, par M. Silvain M.; La Folle du Pont-Neuf, par M. P.; Et une anecdote flamande",1786,NA
NA,spbk0004929,"Miège, Guy","Grammaire angloise-françoise, par MM. Miège et Boyer",1745,NA
NA,spbk0004930,"Caraccioli, Louis-Antoine [de]",Grandeur (la) d'âme,1762,NA
NA,spbk0004932,"Nordberg, Jöran Andersson","Histoire de Charles XII roi de Suède, traduite du suédois de Monsieur J.-A. Nordberg",1748,NA
NA,spbk0004933,"Bachaumont, Louis Petit [de]","Lettres sur les peintures, sculptures et gravures de Mrs. de l'Académie royale, exposés au sallon du Louvre depuis 1767 jusqu'en 1779, commencées par feu M. de Bachaumont... et depuis sa mort continuées par un homme de lettres célèbre",1780,NA
NA,spbk0004934,NA,"Mémoires d'un prisonnier d'état, ou correspondance de M. le vicomte de B. avec la marquise de S. L. et plusieurs autres personnes de distinction",1785,NA
NA,spbk0004935,"Algarotti, Francesco","Newtonianisme (le) pour les dames, ou entretiens sur la lumière, sur les couleurs et sur l'attraction traduits de l'italien de M. Algaroti, par M. Du Perron de Castera",1739,NA
NA,spbk0004938,"Bernoulli, Jean","Recueil pour les astronomes, par M. Jean Bernoulli",1771-1772,NA
NA,spbk0004939,"Chas, François",Réflexions philosophiques et impartiales sur J.-J. Rousseau et Mad. de Warens,1786,NA
NA,spbk0004940,"Voisenon, Claude-Henri de Fusée [de]","Tant-mieux pour elle, conte plaisant, il y a un commencement à tout",NA,NA
NA,spbk0004941,"Gibrat, J.-P.",Traité de la géographie moderne,1780,NA
NA,spbk0004942,Bettange [de],"Traité des monoyes contenant des instructions pour la partie des monoyes, un recueil des espèces d'or et d'argent fabriquées depuis Pharamond jusqu'à présent... par M. de Bettange",1760,NA
NA,spbk0004943,"Fabre d'Églantine, Philippe-François-Nazaire","Victimes (les) de l'amour, ou lettre de Madame de ..., à son ami, sa parente",1777,NA
NA,spbk0004945,"Fauche, Samuel","Eloge de Monsieur le baron de Pury, citoyen de Neuchâtel",1787,NA
NA,spbk0004946,NA,"Gris-gris, ou l'âne de Laure, poëme en cinq chants",1781,NA
NA,spbk0004947,"Fleury, Claude","Histoire ecclésiastique, par M. Fleury, prêtre",1781,NA
